source_id,url,title,source_type,source_family,publisher_group,accessed_at,version_date,evidence_lane,supports,does_not_support,limitations,opened_status
TD-T26-S01,https://istqb.org/,ISTQB AI testing syllabus,professional syllabus,testing-competency,ISTQB,2026-08-12,current-at-access,profession-authority,testing and evaluation competency,does not prove AI productivity ROI,syllabus scope is broader than this experiment,opened
TD-T26-S02,https://www.iso.org/standard/42001,ISO 42001 AI management,standard,ai-governance,ISO,2026-08-12,2023,profession-authority,accountability and improvement evidence,does not validate team efficiency,public summary is limited,opened
TD-T26-S03,https://www.w3.org/TR/WCAG22/,WCAG 2.2,standard,quality-model,W3C,2026-08-12,2023,ai-capability,quality and user-impact checks,does not make generated tests acceptable,contextual testing remains required,opened
TD-T26-S04,https://sre.google/sre-book/service-level-objectives/,SRE SLO,official documentation,reliability,Google SRE,2026-08-12,current-at-access,executable-artifact,quality gates and operational evidence,does not prove test generation productivity,local baseline and owner are needed,opened
TD-T26-S05,https://principlesofchaos.org/,Principles of Chaos Engineering,standard,chaos,Chaos Community,2026-08-12,current-at-access,practitioner-failure,controlled fault and recovery comparison,does not define AI candidate quality,authorized scope is unknown,opened
TD-T26-S06,https://www.promptfoo.dev/docs/intro/,Promptfoo introduction,official documentation,eval-tool,Promptfoo,2026-08-12,current-at-access,ai-capability,Prompt and eval regression patterns,does not allow AI to self-judge,provider and model are not run,opened
TD-T26-S07,https://playwright.dev/docs/test-agents,Playwright test agents,official documentation,automation-tool,Microsoft,2026-08-12,current-at-access,executable-artifact,candidate test workflow,does not prove accepted-test yield,review and Oracle remain necessary,opened
TD-T26-S08,https://owasp.org/www-project-application-security-verification-standard/,OWASP ASVS,professional guide,security,OWASP,2026-08-12,current-at-access,practitioner-failure,security mutation and independent checks,does not prove general productivity,scope must fit target system,opened
TD-T26-S09,https://github.com/microsoft/playwright,Playwright repository,primary repository,automation,Microsoft,2026-08-12,current-at-access,executable-artifact,inspectable test implementation,does not prove a team ROI result,repository behavior evolves,opened
TD-T26-S10,https://arxiv.org/,Test generation research,research paper,test-generation,arXiv,2026-08-12,current-at-access,market-signal,mutation and generated-test research questions,does not establish our experiment's causal effect,paper methods and populations vary,opened
