"source_id","url","title","source_type","source_family","publisher_group","accessed_at","version_date","evidence_lane","supports","does_not_support","limitations","opened_status"
"TD-PS06-SRC-01","https://developer.android.com/training/testing/espresso","Android Espresso","official documentation","android-espresso","Google","2026-08-11","current-at-access","executable-artifact","UI synchronization and assertions","Does not cover every system surface","Does not cover every system surface; version and target-system applicability must be rechecked","opened"
"TD-PS06-SRC-02","https://developer.android.com/training/testing/espresso/basics","Espresso basics","platform testing guide","espresso-basics","Google","2026-08-11","current-at-access","profession-authority","View interaction model","Requires app-specific semantics","Requires app-specific semantics; version and target-system applicability must be rechecked","opened"
"TD-PS06-SRC-03","https://developer.android.com/training/testing/espresso/idling-resource","Espresso idling resources","official documentation","android-idling","Google","2026-08-11","current-at-access","practitioner-failure","Explicit async synchronization","Incorrect registration still creates flakiness","Incorrect registration still creates flakiness; version and target-system applicability must be rechecked","opened"
"TD-PS06-SRC-04","https://developer.android.com/training/testing/other-components/ui-automator","UI Automator","official documentation","android-uiautomator","Google","2026-08-11","current-at-access","executable-artifact","Cross-app and system UI automation","Device and OS differences remain","Device and OS differences remain; version and target-system applicability must be rechecked","opened"
"TD-PS06-SRC-05","https://developer.android.com/training/testing/fundamentals","Android testing fundamentals","official documentation","android-testing","Google","2026-08-11","current-at-access","profession-authority","Test scope and environment distinctions","Does not select the business oracle","Does not select the business oracle; version and target-system applicability must be rechecked","opened"
"TD-PS06-SRC-06","https://developer.android.com/reference/androidx/test/core/app/ActivityScenario","ActivityScenario","API reference","android-lifecycle","Google","2026-08-11","current-at-access","ai-capability","Lifecycle state control","Process death needs separate coverage","Process death needs separate coverage; version and target-system applicability must be rechecked","opened"
"TD-PS06-SRC-07","https://developer.android.com/training/permissions/requesting","Android permissions","official documentation","android-permissions","Google","2026-08-11","current-at-access","security-governance","Runtime permission flows","OEM dialogs may vary","OEM dialogs may vary; version and target-system applicability must be rechecked","opened"
"TD-PS06-SRC-08","https://developer.android.com/guide/topics/ui/accessibility/testing","Android accessibility testing","official documentation","android-accessibility","Google","2026-08-11","current-at-access","counterevidence","Manual and automated accessibility checks","Automated checks are incomplete","Automated checks are incomplete; version and target-system applicability must be rechecked","opened"
"TD-PS06-SRC-09","https://developer.android.com/training/testing/different-screens/tools","Android different screens testing","official documentation","android-device-matrix","Google","2026-08-11","current-at-access","practitioner-failure","Screen and foldable device controls","Some tooling is alpha","Some tooling is alpha; version and target-system applicability must be rechecked","opened"
"TD-PS06-SRC-10","https://firebase.google.com/docs/test-lab","Firebase Test Lab","device-cloud guide","android-device-cloud","Google","2026-08-11","current-at-access","market-demand","Physical and virtual device execution","Cloud execution does not define target coverage","Cloud execution does not define target coverage; version and target-system applicability must be rechecked","opened"
